,Unnamed: 0,date,Humi.x,dew.x,snow.x,Humi.y,dew.y,snow.y,Humi,dew,snow
31275,31275,2016.7.27 11:00,71.0,22.9,,71.5,23.45,,71.25,23.174999999999997,
31276,31276,2016.7.27 12:00,72.0,23.0,,72.0,23.25,,72.0,23.125,
31277,31277,2016.7.27 13:00,73.0,23.4,,71.0,23.8,,72.0,23.6,
31278,31278,2016.7.27 14:00,80.0,24.4,,74.0,24.3,,77.0,24.35,
31279,31279,2016.7.27 15:00,83.0,24.6,,75.5,24.5,,79.25,24.55,
31280,31280,2016.7.27 16:00,81.0,24.4,,74.0,24.5,,77.5,24.45,
31281,31281,2016.7.27 17:00,75.0,23.6,,72.5,24.2,,73.75,23.9,
31282,31282,2016.7.27 18:00,75.0,23.5,,71.0,23.9,,73.0,23.7,
31283,31283,2016.7.27 19:00,75.0,23.2,,72.5,23.8,,73.75,23.5,
31284,31284,2016.7.27 2:00,74.0,21.9,,80.5,23.15,,77.25,22.525,
31285,31285,2016.7.27 20:00,76.0,23.2,,74.5,23.9,,75.25,23.549999999999997,
31286,31286,2016.7.27 21:00,76.0,22.9,,75.5,23.65,,75.75,23.275,
31287,31287,2016.7.27 22:00,78.0,23.2,,78.0,23.95,,78.0,23.575,
31288,31288,2016.7.27 23:00,80.0,23.4,,81.0,24.15,,80.5,23.775,
31289,31289,2016.7.27 3:00,74.0,21.8,,81.0,23.15,,77.5,22.475,
31290,31290,2016.7.27 4:00,74.0,21.8,,82.5,23.15,,78.25,22.475,
31291,31291,2016.7.27 5:00,76.0,22.2,,82.0,23.15,,79.0,22.674999999999997,
31292,31292,2016.7.27 6:00,76.0,22.2,,81.5,22.9,,78.75,22.549999999999997,
31293,31293,2016.7.27 7:00,75.0,22.2,,77.5,22.85,,76.25,22.525,
31294,31294,2016.7.27 8:00,75.0,22.5,,78.0,23.25,,76.5,22.875,
31295,31295,2016.7.27 9:00,79.0,23.1,,79.5,23.7,,79.25,23.4,
31296,31296,2016.7.28 0:00,76.0,22.7,,81.0,23.95,,78.5,23.325,
31297,31297,2016.7.28 1:00,77.0,23.0,,79.5,23.6,,78.25,23.3,
31298,31298,2016.7.28 10:00,74.0,23.4,,74.0,24.05,,74.0,23.725,
31299,31299,2016.7.28 11:00,72.0,22.9,,71.0,23.6,,71.5,23.25,
31300,31300,2016.7.28 12:00,65.0,22.4,,64.0,22.8,,64.5,22.6,
31301,31301,2016.7.28 13:00,60.0,21.5,,60.5,22.4,,60.25,21.95,
31302,31302,2016.7.28 14:00,57.0,20.8,,60.5,22.25,,58.75,21.525,
31303,31303,2016.7.28 15:00,53.0,19.3,,54.5,20.6,,53.75,19.950000000000003,
31304,31304,2016.7.28 16:00,56.0,20.5,,56.0,21.35,,56.0,20.925,
31305,31305,2016.7.28 17:00,60.0,21.5,,58.0,21.55,,59.0,21.525,
31306,31306,2016.7.28 18:00,61.0,20.9,,58.0,20.8,,59.5,20.85,
31307,31307,2016.7.28 19:00,65.0,20.8,,66.0,21.85,,65.5,21.325000000000003,
31308,31308,2016.7.28 2:00,77.0,22.8,,78.0,23.25,,77.5,23.025,
31309,31309,2016.7.28 20:00,74.0,22.1,,71.0,22.15,,72.5,22.125,
31310,31310,2016.7.28 21:00,74.0,21.7,,71.0,21.55,,72.5,21.625,
31311,31311,2016.7.28 22:00,75.0,21.8,,74.5,21.95,,74.75,21.875,
31312,31312,2016.7.28 23:00,74.0,21.6,,76.5,21.8,,75.25,21.700000000000003,
31313,31313,2016.7.28 3:00,77.0,22.8,,79.0,23.35,,78.0,23.075000000000003,
31314,31314,2016.7.28 4:00,78.0,22.9,,80.5,23.6,,79.25,23.25,
31315,31315,2016.7.28 5:00,82.0,23.5,,83.0,24.1,,82.5,23.8,
31316,31316,2016.7.28 6:00,83.0,23.6,,83.0,24.15,,83.0,23.875,
31317,31317,2016.7.28 7:00,83.0,23.8,,83.5,24.4,,83.25,24.1,
31318,31318,2016.7.28 8:00,81.0,23.8,,82.0,24.6,,81.5,24.200000000000003,
31319,31319,2016.7.28 9:00,77.0,23.3,,77.5,24.15,,77.25,23.725,
31320,31320,2016.7.29 0:00,75.0,21.8,,77.5,21.55,,76.25,21.675,
31321,31321,2016.7.29 1:00,73.0,21.2,,77.5,21.15,,75.25,21.174999999999997,
31322,31322,2016.7.29 10:00,97.0,23.7,,86.0,24.45,,91.5,24.075,
31323,31323,2016.7.29 11:00,93.0,23.1,,81.5,24.2,,87.25,23.65,
31324,31324,2016.7.29 12:00,88.0,22.8,,78.0,24.0,,83.0,23.4,
31325,31325,2016.7.29 13:00,88.0,22.9,,81.5,23.65,,84.75,23.275,
31326,31326,2016.7.29 14:00,81.0,22.4,,79.5,23.25,,80.25,22.825,
31327,31327,2016.7.29 15:00,74.0,22.4,,73.0,23.55,,73.5,22.975,
31328,31328,2016.7.29 16:00,73.0,22.6,,70.5,23.95,,71.75,23.275,
31329,31329,2016.7.29 17:00,75.0,23.5,,74.5,24.7,,74.75,24.1,
31330,31330,2016.7.29 18:00,76.0,23.4,,78.0,25.05,,77.0,24.225,
31331,31331,2016.7.29 19:00,80.0,23.9,,82.5,25.0,,81.25,24.45,
31332,31332,2016.7.29 2:00,78.0,22.1,,80.0,21.5,,79.0,21.8,
31333,31333,2016.7.29 20:00,81.0,24.0,,84.0,24.75,,82.5,24.375,
31334,31334,2016.7.29 21:00,82.0,24.2,,85.5,24.8,,83.75,24.5,
31335,31335,2016.7.29 22:00,89.0,25.4,,89.0,25.3,,89.0,25.35,
31336,31336,2016.7.29 23:00,87.0,24.7,,87.5,24.8,,87.25,24.75,
31337,31337,2016.7.29 3:00,70.0,20.3,,76.0,20.65,,73.0,20.475,
31338,31338,2016.7.29 4:00,80.0,21.2,,81.0,21.25,,80.5,21.225,
31339,31339,2016.7.29 5:00,85.0,21.7,,84.0,21.6,,84.5,21.65,
31340,31340,2016.7.29 6:00,81.0,21.3,,83.0,21.55,,82.0,21.425,
31341,31341,2016.7.29 7:00,93.0,22.3,,88.5,22.3,,90.75,22.3,
31342,31342,2016.7.29 8:00,97.0,22.9,,89.0,23.2,,93.0,23.049999999999997,
31343,31343,2016.7.29 9:00,98.0,23.2,,89.0,24.15,,93.5,23.674999999999997,
31344,31344,2016.7.30 0:00,89.0,25.1,,88.5,25.1,,88.75,25.1,
31345,31345,2016.7.30 1:00,90.0,25.0,,89.5,25.0,,89.75,25.0,
31346,31346,2016.7.30 10:00,81.0,23.5,,79.0,24.3,,80.0,23.9,
31347,31347,2016.7.30 11:00,74.0,22.8,,74.0,24.0,,74.0,23.4,
31348,31348,2016.7.30 12:00,75.0,24.0,,73.5,24.65,,74.25,24.325,
31349,31349,2016.7.30 13:00,65.0,23.2,,65.5,24.3,,65.25,23.75,
31350,31350,2016.7.30 14:00,55.0,21.4,,58.5,23.1,,56.75,22.25,
31351,31351,2016.7.30 15:00,50.0,20.6,,55.5,22.85,,52.75,21.725,
31352,31352,2016.7.30 16:00,53.0,22.0,,63.0,24.3,,58.0,23.15,
31353,31353,2016.7.30 17:00,56.0,22.3,,63.5,23.6,,59.75,22.950000000000003,
31354,31354,2016.7.30 18:00,53.0,20.4,,63.0,23.0,,58.0,21.7,
31355,31355,2016.7.30 19:00,57.0,20.8,,67.0,23.25,,62.0,22.025,
31356,31356,2016.7.30 2:00,89.0,24.7,,89.5,24.85,,89.25,24.775,
31357,31357,2016.7.30 20:00,63.0,21.4,,72.0,23.5,,67.5,22.45,
31358,31358,2016.7.30 21:00,73.0,23.0,,78.5,24.2,,75.75,23.6,
31359,31359,2016.7.30 22:00,76.0,23.2,,81.5,24.45,,78.75,23.825,
31360,31360,2016.7.30 23:00,77.0,23.3,,82.5,24.45,,79.75,23.875,
31361,31361,2016.7.30 3:00,90.0,24.8,,91.0,24.85,,90.5,24.825000000000003,
31362,31362,2016.7.30 4:00,89.0,24.5,,90.5,24.75,,89.75,24.625,
31363,31363,2016.7.30 5:00,87.0,24.0,,90.0,24.55,,88.5,24.275,
31364,31364,2016.7.30 6:00,88.0,24.2,,90.5,24.75,,89.25,24.475,
31365,31365,2016.7.30 7:00,87.0,24.1,,89.0,24.7,,88.0,24.4,
31366,31366,2016.7.30 8:00,85.0,24.0,,87.0,24.8,,86.0,24.4,
31367,31367,2016.7.30 9:00,81.0,23.4,,84.0,24.7,,82.5,24.049999999999997,
31368,31368,2016.7.31 0:00,78.0,23.5,,84.0,24.6,,81.0,24.05,
31369,31369,2016.7.31 1:00,80.0,23.6,,85.5,24.55,,82.75,24.075000000000003,
31370,31370,2016.7.31 10:00,72.0,23.5,,74.5,24.7,,73.25,24.1,
31371,31371,2016.7.31 11:00,59.0,22.2,,65.0,23.85,,62.0,23.025,
31372,31372,2016.7.31 12:00,64.0,23.9,,63.0,24.35,,63.5,24.125,
31373,31373,2016.7.31 13:00,59.0,22.9,,61.0,24.15,,60.0,23.525,
31374,31374,2016.7.31 14:00,64.0,23.9,,63.5,24.65,,63.75,24.275,
31375,31375,2016.7.31 15:00,50.0,20.7,,53.0,22.45,,51.5,21.575,
31376,31376,2016.7.31 16:00,59.0,22.6,,60.0,24.05,,59.5,23.325000000000003,
31377,31377,2016.7.31 17:00,61.0,22.7,,61.0,23.9,,61.0,23.299999999999997,
31378,31378,2016.7.31 18:00,66.0,23.3,,65.5,24.25,,65.75,23.775,
31379,31379,2016.7.31 19:00,72.0,23.8,,69.0,24.15,,70.5,23.975,
31380,31380,2016.7.31 2:00,81.0,23.6,,86.5,24.5,,83.75,24.05,
31381,31381,2016.7.31 20:00,73.0,23.1,,75.5,24.4,,74.25,23.75,
31382,31382,2016.7.31 21:00,74.0,22.8,,78.0,24.2,,76.0,23.5,
31383,31383,2016.7.31 22:00,74.0,22.3,,77.0,23.45,,75.5,22.875,
31384,31384,2016.7.31 23:00,73.0,22.0,,78.0,23.2,,75.5,22.6,
31385,31385,2016.7.31 3:00,82.0,23.6,,86.5,24.45,,84.25,24.025,
31386,31386,2016.7.31 4:00,83.0,23.7,,87.5,24.4,,85.25,24.049999999999997,
31387,31387,2016.7.31 5:00,85.0,24.0,,90.0,24.75,,87.5,24.375,
31388,31388,2016.7.31 6:00,88.0,24.5,,91.5,24.95,,89.75,24.725,
31389,31389,2016.7.31 7:00,87.0,24.3,,90.5,25.0,,88.75,24.65,
31390,31390,2016.7.31 8:00,83.0,24.1,,86.0,25.0,,84.5,24.55,
31391,31391,2016.7.31 9:00,76.0,23.5,,79.0,24.6,,77.5,24.05,
31392,31392,2016.8.1 0:00,77.0,22.6,,81.0,23.55,,79.0,23.075000000000003,
31393,31393,2016.8.1 1:00,77.0,22.3,,82.5,23.45,,79.75,22.875,
31394,31394,2016.8.1 10:00,64.0,21.8,,70.0,23.45,,67.0,22.625,
31395,31395,2016.8.1 11:00,64.0,22.5,,68.0,23.75,,66.0,23.125,
31396,31396,2016.8.1 12:00,57.0,21.7,,61.0,23.25,,59.0,22.475,
31397,31397,2016.8.1 13:00,58.0,22.7,,60.5,23.5,,59.25,23.1,
31398,31398,2016.8.1 14:00,58.0,22.9,,63.5,23.95,,60.75,23.424999999999997,
31399,31399,2016.8.1 15:00,54.0,21.6,,59.5,23.05,,56.75,22.325000000000003,
31400,31400,2016.8.1 16:00,59.0,22.7,,62.0,22.8,,60.5,22.75,
31401,31401,2016.8.1 17:00,63.0,22.7,,64.0,23.0,,63.5,22.85,
31402,31402,2016.8.1 18:00,63.0,21.8,,66.0,22.85,,64.5,22.325000000000003,
31403,31403,2016.8.1 19:00,63.0,21.3,,67.5,22.8,,65.25,22.05,
31404,31404,2016.8.1 2:00,81.0,22.8,,85.0,23.7,,83.0,23.25,
31405,31405,2016.8.1 20:00,68.0,21.6,,73.5,23.25,,70.75,22.425,
31406,31406,2016.8.1 21:00,78.0,23.5,,78.0,23.85,,78.0,23.675,
31407,31407,2016.8.1 22:00,76.0,22.5,,77.5,23.35,,76.75,22.925,
31408,31408,2016.8.1 23:00,80.0,23.0,,80.5,23.55,,80.25,23.275,
31409,31409,2016.8.1 3:00,85.0,23.5,,88.5,23.95,,86.75,23.725,
31410,31410,2016.8.1 4:00,87.0,23.8,,90.0,24.1,,88.5,23.950000000000003,
31411,31411,2016.8.1 5:00,83.0,22.7,,89.0,23.65,,86.0,23.174999999999997,
31412,31412,2016.8.1 6:00,86.0,23.3,,90.5,23.85,,88.25,23.575000000000003,
31413,31413,2016.8.1 7:00,83.0,22.9,,89.0,23.9,,86.0,23.4,
31414,31414,2016.8.1 8:00,76.0,22.3,,83.0,23.65,,79.5,22.975,
31415,31415,2016.8.1 9:00,73.0,22.6,,78.5,23.85,,75.75,23.225,
31416,31416,2016.8.2 0:00,80.0,22.8,,80.5,23.35,,80.25,23.075000000000003,
31417,31417,2016.8.2 1:00,79.0,22.4,,79.5,22.85,,79.25,22.625,
31418,31418,2016.8.2 10:00,70.0,22.3,,74.5,23.6,,72.25,22.950000000000003,
31419,31419,2016.8.2 11:00,70.0,22.9,,75.0,24.1,,72.5,23.5,
31420,31420,2016.8.2 12:00,63.0,21.6,,71.0,23.45,,67.0,22.525,
31421,31421,2016.8.2 13:00,63.0,22.1,,67.5,23.05,,65.25,22.575000000000003,
31422,31422,2016.8.2 14:00,58.0,21.3,,66.5,23.05,,62.25,22.175,
31423,31423,2016.8.2 15:00,50.0,19.3,,64.0,22.45,,57.0,20.875,
31424,31424,2016.8.2 16:00,60.0,22.1,,68.5,23.7,,64.25,22.9,
31425,31425,2016.8.2 17:00,60.0,21.0,,68.5,22.85,,64.25,21.925,
31426,31426,2016.8.2 18:00,73.0,21.8,,77.5,23.65,,75.25,22.725,
31427,31427,2016.8.2 19:00,88.0,23.3,,83.5,23.95,,85.75,23.625,
31428,31428,2016.8.2 2:00,79.0,22.2,,80.0,22.75,,79.5,22.475,
31429,31429,2016.8.2 20:00,83.0,22.3,,76.5,21.6,,79.75,21.950000000000003,
31430,31430,2016.8.2 21:00,80.0,21.3,,78.0,21.25,,79.0,21.275,
31431,31431,2016.8.2 22:00,73.0,19.9,,73.5,20.2,,73.25,20.049999999999997,
31432,31432,2016.8.2 23:00,74.0,20.1,,80.0,21.1,,77.0,20.6,
31433,31433,2016.8.2 3:00,82.0,22.6,,82.5,23.0,,82.25,22.8,
31434,31434,2016.8.2 4:00,85.0,23.1,,85.5,23.35,,85.25,23.225,
31435,31435,2016.8.2 5:00,85.0,22.9,,86.0,23.3,,85.5,23.1,
31436,31436,2016.8.2 6:00,86.0,23.2,,87.0,23.5,,86.5,23.35,
31437,31437,2016.8.2 7:00,85.0,23.1,,87.5,23.7,,86.25,23.4,
31438,31438,2016.8.2 8:00,78.0,22.4,,81.5,23.4,,79.75,22.9,
31439,31439,2016.8.2 9:00,73.0,22.8,,76.5,23.6,,74.75,23.200000000000003,
31440,31440,2016.8.3 0:00,73.0,19.9,,82.0,21.1,,77.5,20.5,
31441,31441,2016.8.3 1:00,78.0,21.0,,86.0,21.85,,82.0,21.425,
31442,31442,2016.8.3 10:00,62.0,21.7,,66.0,22.15,,64.0,21.924999999999997,
31443,31443,2016.8.3 11:00,52.0,20.0,,57.0,21.05,,54.5,20.525,
31444,31444,2016.8.3 12:00,55.0,21.4,,57.5,21.8,,56.25,21.6,
31445,31445,2016.8.3 13:00,51.0,20.4,,55.0,21.75,,53.0,21.075,
31446,31446,2016.8.3 14:00,53.0,21.4,,55.5,22.25,,54.25,21.825,
31447,31447,2016.8.3 15:00,51.0,21.8,,52.0,22.2,,51.5,22.0,
31448,31448,2016.8.3 16:00,48.0,21.2,,50.0,21.7,,49.0,21.45,
31449,31449,2016.8.3 17:00,47.0,20.6,,50.0,21.45,,48.5,21.025,
31450,31450,2016.8.3 18:00,49.0,21.1,,54.0,22.2,,51.5,21.65,
31451,31451,2016.8.3 19:00,57.0,22.5,,62.0,23.1,,59.5,22.8,
31452,31452,2016.8.3 2:00,77.0,20.5,,85.5,21.6,,81.25,21.05,
31453,31453,2016.8.3 20:00,60.0,21.9,,67.0,23.05,,63.5,22.475,
31454,31454,2016.8.3 21:00,67.0,22.5,,74.5,23.8,,70.75,23.15,
31455,31455,2016.8.3 22:00,70.0,22.5,,75.0,23.35,,72.5,22.925,
31456,31456,2016.8.3 23:00,72.0,22.6,,77.0,23.4,,74.5,23.0,
31457,31457,2016.8.3 3:00,78.0,20.6,,83.5,21.2,,80.75,20.9,
31458,31458,2016.8.3 4:00,78.0,20.5,,86.0,21.5,,82.0,21.0,
31459,31459,2016.8.3 5:00,83.0,21.2,,88.5,21.7,,85.75,21.45,
31460,31460,2016.8.3 6:00,83.0,20.9,,89.5,21.75,,86.25,21.325,
31461,31461,2016.8.3 7:00,77.0,20.0,,85.5,21.3,,81.25,20.65,
31462,31462,2016.8.3 8:00,70.0,20.4,,78.0,21.5,,74.0,20.95,
31463,31463,2016.8.3 9:00,66.0,21.3,,73.0,22.1,,69.5,21.700000000000003,
31464,31464,2016.8.4 0:00,74.0,22.9,,79.5,23.5,,76.75,23.2,
31465,31465,2016.8.4 1:00,74.0,22.6,,80.5,23.3,,77.25,22.950000000000003,
31466,31466,2016.8.4 10:00,65.0,23.5,,67.0,24.05,,66.0,23.775,
31467,31467,2016.8.4 11:00,54.0,22.1,,59.5,23.2,,56.75,22.65,
31468,31468,2016.8.4 12:00,54.0,22.1,,58.0,23.0,,56.0,22.55,
31469,31469,2016.8.4 13:00,47.0,20.9,,55.5,22.65,,51.25,21.775,
31470,31470,2016.8.4 14:00,36.0,17.7,,44.0,20.45,,40.0,19.075,
31471,31471,2016.8.4 15:00,40.0,18.6,,46.0,21.2,,43.0,19.9,
31472,31472,2016.8.4 16:00,39.0,18.4,,44.0,20.5,,41.5,19.45,
31473,31473,2016.8.4 17:00,37.0,18.4,,44.5,20.75,,40.75,19.575,
31474,31474,2016.8.4 18:00,36.0,17.6,,45.5,20.4,,40.75,19.0,
31475,31475,2016.8.4 19:00,45.0,19.3,,51.5,21.1,,48.25,20.200000000000003,
31476,31476,2016.8.4 2:00,77.0,23.0,,83.5,23.55,,80.25,23.275,
31477,31477,2016.8.4 20:00,51.0,20.6,,57.0,21.95,,54.0,21.275,
31478,31478,2016.8.4 21:00,53.0,20.5,,58.5,21.65,,55.75,21.075,
31479,31479,2016.8.4 22:00,57.0,21.1,,62.5,22.2,,59.75,21.65,
31480,31480,2016.8.4 23:00,65.0,22.7,,69.0,23.1,,67.0,22.9,
31481,31481,2016.8.4 3:00,81.0,23.5,,86.0,23.7,,83.5,23.6,
31482,31482,2016.8.4 4:00,83.0,23.5,,88.0,23.6,,85.5,23.55,
31483,31483,2016.8.4 5:00,84.0,23.3,,89.0,23.45,,86.5,23.375,
31484,31484,2016.8.4 6:00,82.0,22.6,,87.5,22.9,,84.75,22.75,
31485,31485,2016.8.4 7:00,75.0,21.6,,82.0,22.65,,78.5,22.125,
31486,31486,2016.8.4 8:00,69.0,21.5,,75.5,22.85,,72.25,22.175,
31487,31487,2016.8.4 9:00,66.0,22.6,,69.5,23.35,,67.75,22.975,
31488,31488,2016.8.5 0:00,65.0,22.3,,70.5,23.1,,67.75,22.700000000000003,
31489,31489,2016.8.5 1:00,65.0,21.8,,72.0,23.0,,68.5,22.4,
31490,31490,2016.8.5 10:00,58.0,22.7,,63.5,23.6,,60.75,23.15,
31491,31491,2016.8.5 11:00,57.0,22.8,,60.0,23.6,,58.5,23.200000000000003,
31492,31492,2016.8.5 12:00,53.0,22.6,,54.0,23.15,,53.5,22.875,
31493,31493,2016.8.5 13:00,45.0,20.8,,48.5,22.3,,46.75,21.55,
31494,31494,2016.8.5 14:00,47.0,21.8,,48.5,22.4,,47.75,22.1,
31495,31495,2016.8.5 15:00,46.0,21.4,,46.5,21.75,,46.25,21.575,
31496,31496,2016.8.5 16:00,46.0,21.8,,50.0,23.15,,48.0,22.475,
31497,31497,2016.8.5 17:00,45.0,21.8,,50.0,23.15,,47.5,22.475,
31498,31498,2016.8.5 18:00,46.0,21.7,,51.5,22.95,,48.75,22.325,
31499,31499,2016.8.5 19:00,51.0,22.2,,56.0,23.1,,53.5,22.65,
31500,31500,2016.8.5 2:00,70.0,22.5,,77.0,23.55,,73.5,23.025,
31501,31501,2016.8.5 20:00,54.0,21.9,,60.0,23.1,,57.0,22.5,
31502,31502,2016.8.5 21:00,59.0,22.5,,62.0,23.15,,60.5,22.825,
31503,31503,2016.8.5 22:00,69.0,24.0,,69.5,24.15,,69.25,24.075,
31504,31504,2016.8.5 23:00,74.0,24.6,,74.5,24.5,,74.25,24.55,
31505,31505,2016.8.5 3:00,69.0,21.8,,77.0,22.95,,73.0,22.375,
31506,31506,2016.8.5 4:00,68.0,20.9,,78.0,22.55,,73.0,21.725,
31507,31507,2016.8.5 5:00,70.0,20.9,,79.5,22.4,,74.75,21.65,
31508,31508,2016.8.5 6:00,72.0,21.0,,82.0,22.5,,77.0,21.75,
31509,31509,2016.8.5 7:00,68.0,20.2,,78.5,22.2,,73.25,21.2,
31510,31510,2016.8.5 8:00,66.0,21.6,,72.5,22.75,,69.25,22.175,
31511,31511,2016.8.5 9:00,60.0,21.7,,66.0,22.95,,63.0,22.325,
31512,31512,2016.8.6 0:00,76.0,24.7,,77.5,24.55,,76.75,24.625,
31513,31513,2016.8.6 1:00,79.0,24.7,,82.5,25.15,,80.75,24.924999999999997,
31514,31514,2016.8.6 10:00,60.0,23.1,,65.0,24.0,,62.5,23.55,
31515,31515,2016.8.6 11:00,55.0,22.3,,58.0,23.45,,56.5,22.875,
31516,31516,2016.8.6 12:00,54.0,22.4,,55.0,23.2,,54.5,22.799999999999997,
31517,31517,2016.8.6 13:00,56.0,23.1,,54.0,23.25,,55.0,23.175,
31518,31518,2016.8.6 14:00,58.0,23.6,,56.5,23.95,,57.25,23.775,
31519,31519,2016.8.6 15:00,53.0,22.6,,53.5,23.35,,53.25,22.975,
31520,31520,2016.8.6 16:00,54.0,23.1,,54.5,23.75,,54.25,23.425,
31521,31521,2016.8.6 17:00,53.0,22.9,,56.0,23.95,,54.5,23.424999999999997,
31522,31522,2016.8.6 18:00,55.0,23.2,,58.5,24.0,,56.75,23.6,
31523,31523,2016.8.6 19:00,55.0,22.3,,59.5,23.45,,57.25,22.875,
31524,31524,2016.8.6 2:00,80.0,24.6,,84.0,25.0,,82.0,24.8,
31525,31525,2016.8.6 20:00,70.0,24.8,,71.5,24.7,,70.75,24.75,
31526,31526,2016.8.6 21:00,73.0,24.9,,77.5,23.9,,75.25,24.4,
31527,31527,2016.8.6 22:00,73.0,24.3,,77.5,23.3,,75.25,23.8,
31528,31528,2016.8.6 23:00,70.0,23.0,,75.5,22.65,,72.75,22.825,
31529,31529,2016.8.6 3:00,80.0,24.3,,84.5,24.8,,82.25,24.55,
31530,31530,2016.8.6 4:00,75.0,22.7,,82.5,23.95,,78.75,23.325,
31531,31531,2016.8.6 5:00,76.0,22.3,,84.0,23.65,,80.0,22.975,
31532,31532,2016.8.6 6:00,77.0,22.3,,85.0,23.45,,81.0,22.875,
31533,31533,2016.8.6 7:00,74.0,21.9,,82.0,23.4,,78.0,22.65,
31534,31534,2016.8.6 8:00,66.0,21.7,,72.0,23.05,,69.0,22.375,
31535,31535,2016.8.6 9:00,59.0,21.4,,66.5,22.95,,62.75,22.174999999999997,
31536,31536,2016.8.7 0:00,67.0,21.9,,75.5,22.25,,71.25,22.075,
31537,31537,2016.8.7 1:00,63.0,20.7,,75.5,22.0,,69.25,21.35,
31538,31538,2016.8.7 10:00,49.0,19.7,,59.5,22.2,,54.25,20.95,
31539,31539,2016.8.7 11:00,50.0,20.5,,56.0,22.4,,53.0,21.45,
31540,31540,2016.8.7 12:00,47.0,20.4,,51.5,22.15,,49.25,21.275,
31541,31541,2016.8.7 13:00,51.0,22.0,,55.0,23.45,,53.0,22.725,
31542,31542,2016.8.7 14:00,45.0,20.6,,50.0,22.2,,47.5,21.4,
31543,31543,2016.8.7 15:00,41.0,19.5,,47.0,21.05,,44.0,20.275,
31544,31544,2016.8.7 16:00,40.0,19.0,,61.5,22.2,,50.75,20.6,
31545,31545,2016.8.7 17:00,43.0,19.8,,63.0,23.15,,53.0,21.475,
31546,31546,2016.8.7 18:00,45.0,19.9,,63.5,23.2,,54.25,21.549999999999997,
31547,31547,2016.8.7 19:00,53.0,20.8,,64.5,22.95,,58.75,21.875,
31548,31548,2016.8.7 2:00,61.0,19.8,,75.0,21.4,,68.0,20.6,
31549,31549,2016.8.7 20:00,57.0,20.9,,70.5,23.35,,63.75,22.125,
31550,31550,2016.8.7 21:00,62.0,21.3,,74.5,23.45,,68.25,22.375,
31551,31551,2016.8.7 22:00,64.0,21.3,,75.5,23.45,,69.75,22.375,
31552,31552,2016.8.7 23:00,66.0,21.6,,75.0,23.1,,70.5,22.35,
31553,31553,2016.8.7 3:00,62.0,19.9,,76.5,21.55,,69.25,20.725,
31554,31554,2016.8.7 4:00,65.0,20.3,,78.5,21.8,,71.75,21.05,
31555,31555,2016.8.7 5:00,64.0,19.9,,78.5,21.5,,71.25,20.7,
31556,31556,2016.8.7 6:00,68.0,20.6,,81.0,21.9,,74.5,21.25,
31557,31557,2016.8.7 7:00,67.0,20.5,,79.0,22.0,,73.0,21.25,
31558,31558,2016.8.7 8:00,58.0,19.4,,71.5,21.8,,64.75,20.6,
31559,31559,2016.8.7 9:00,55.0,20.2,,66.5,22.45,,60.75,21.325,
31560,31560,2016.8.8 0:00,68.0,21.9,,77.0,23.2,,72.5,22.549999999999997,
31561,31561,2016.8.8 1:00,70.0,22.1,,79.5,23.35,,74.75,22.725,
31562,31562,2016.8.8 10:00,55.0,21.9,,61.0,22.65,,58.0,22.275,
31563,31563,2016.8.8 11:00,51.0,20.9,,58.5,22.7,,54.75,21.799999999999997,
31564,31564,2016.8.8 12:00,51.0,21.8,,55.5,22.9,,53.25,22.35,
31565,31565,2016.8.8 13:00,50.0,22.1,,54.0,23.05,,52.0,22.575000000000003,
31566,31566,2016.8.8 14:00,48.0,21.7,,52.0,22.75,,50.0,22.225,
31567,31567,2016.8.8 15:00,48.0,22.2,,51.5,23.05,,49.75,22.625,
31568,31568,2016.8.8 16:00,48.0,22.4,,52.5,23.15,,50.25,22.775,
31569,31569,2016.8.8 17:00,51.0,22.9,,54.5,23.55,,52.75,23.225,
31570,31570,2016.8.8 18:00,59.0,24.0,,59.5,24.1,,59.25,24.05,
31571,31571,2016.8.8 19:00,66.0,24.1,,65.0,24.2,,65.5,24.15,
31572,31572,2016.8.8 2:00,73.0,22.4,,82.0,23.5,,77.5,22.95,
31573,31573,2016.8.8 20:00,68.0,23.9,,68.5,23.9,,68.25,23.9,
31574,31574,2016.8.8 21:00,70.0,24.0,,70.5,24.05,,70.25,24.025,
31575,31575,2016.8.8 22:00,71.0,23.7,,71.0,23.7,,71.0,23.7,
31576,31576,2016.8.8 23:00,68.0,22.3,,72.0,23.2,,70.0,22.75,
31577,31577,2016.8.8 3:00,73.0,22.1,,82.5,23.1,,77.75,22.6,
31578,31578,2016.8.8 4:00,75.0,22.1,,84.0,23.0,,79.5,22.55,
31579,31579,2016.8.8 5:00,78.0,22.4,,86.0,23.1,,82.0,22.75,
31580,31580,2016.8.8 6:00,79.0,22.4,,86.0,22.8,,82.5,22.6,
31581,31581,2016.8.8 7:00,74.0,21.7,,83.0,22.75,,78.5,22.225,
31582,31582,2016.8.8 8:00,67.0,21.8,,76.0,22.9,,71.5,22.35,
31583,31583,2016.8.8 9:00,59.0,21.5,,68.0,22.95,,63.5,22.225,
31584,31584,2016.8.9 0:00,66.0,21.5,,70.0,22.45,,68.0,21.975,
31585,31585,2016.8.9 1:00,68.0,21.7,,73.5,22.7,,70.75,22.2,
31586,31586,2016.8.9 10:00,59.0,21.6,,62.5,23.0,,60.75,22.3,
